,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,604207,598676,185369,125085,435586,2485,310,1077,439458
1,AR,1275072,1235041,941330,105285,1045148,10670,162,1501,1057481
2,AZ & NM,236008,236008,145119,33604,220037,26766,2083,1667,250553
3,CA,282776,282776,190739,33073,252975,31826,2968,3365,291134
4,GA,2067168,1795397,476060,582070,1543224,32353,4986,2830,1583393
5,KS & OK,643250,632532,100617,124809,506385,1073,139,521,508118
6,LA,264454,264278,124950,31433,164184,363,114,1269,165930
7,MO,320299,320299,238938,24220,267248,1220,37,198,268703
8,MS,813431,699796,495437,67001,575109,7150,371,2754,585384
9,NC & VA,890189,829651,210646,182574,664655,17305,2826,2127,686913
10,SC,278777,274018,156310,26705,237654,1874,196,524,240248
11,TN,870059,827064,668686,60375,734333,21163,1403,1782,758681
12,TX,5760231,5119651,2017138,627606,3960044,148025,18069,33970,4160108
13,--TOTAL,14305921,13115187,5951339,2023840,10606582,302273,33664,53585,10996104
