,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,622118,599839,9719,101791,208380,1578,307,1066,211331
1,AR,1336151,1240091,125983,330088,706904,5194,161,1332,713591
2,AZ & NM,276273,271867,107065,45952,187196,7581,1641,1666,198084
3,CA,304939,304939,130510,9648,178051,25001,2798,2007,207857
4,GA,2488094,1798901,24586,451140,734150,24160,4882,2655,765847
5,KS & OK,800898,744376,65944,180709,369528,647,127,339,370641
6,LA,264630,264278,5596,33250,65922,286,106,978,67292
7,MO,320299,320299,50922,56666,153107,463,31,135,153736
8,MS,958579,699823,53897,166805,456546,2406,370,1828,461150
9,NC & VA,1052986,835707,23899,139866,417363,7819,2602,1993,429777
10,SC,292300,274018,2545,71503,144987,1248,166,451,146852
11,TN,1001882,850535,192385,218622,625630,9867,1612,1705,638814
12,TX,6642446,5208081,458355,862064,2549799,85962,16754,31837,2684352
13,--TOTAL,16361595,13412754,1251406,2668104,6797563,172212,31557,47992,7049324
