,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,720579,706146,25748,60327,133575,718,628,674,135595
1,AR,1730680,1582512,349273,181834,583336,1537,1073,781,586727
2,AZ & NM,336203,331915,127824,17850,182112,4252,2598,501,189463
3,CA,285457,285457,109447,4023,136999,4203,2751,1212,145165
4,GA,2799900,1949408,93598,289445,565987,10120,1316,1815,579238
5,KS & OK,540974,425132,9987,58916,119496,668,831,440,121435
6,LA,379254,379254,35097,15405,60412,387,825,549,62173
7,MO,388113,388113,77270,26991,109734,67,159,250,110210
8,MS,1366584,1104908,266390,182410,526830,7581,2400,904,537715
9,NC & VA,1240190,1002773,96125,125870,472992,5600,1711,1047,481350
10,SC,356290,321234,45051,44750,116202,551,199,337,117289
11,TN,1734831,1410498,375911,211881,715512,3657,869,2632,722670
12,TX,5428225,4025555,291847,216228,1106566,25536,19946,21694,1173742
13,--TOTAL,17307280,13912905,1903568,1435930,4829753,64877,35306,32836,4962772
